2.000000000000000000e+03,2.000000000000000000e+03,7.002947852015495300e-03,-4.857199732214212418e-03
2.000000000000000000e+03,6.000000000000000000e+03,1.103934179991483688e-02,-8.884635753929615021e-03
2.000000000000000000e+03,1.000000000000000000e+04,6.765477359294891357e-03,-8.129882626235485077e-03
2.000000000000000000e+03,1.400000000000000000e+04,2.817983506247401237e-03,-3.983828704804182053e-03
2.000000000000000000e+03,1.800000000000000000e+04,3.034088760614395142e-03,-4.595511127263307571e-03
2.000000000000000000e+03,2.200000000000000000e+04,2.547372132539749146e-03,-1.821306184865534306e-03
2.000000000000000000e+03,2.600000000000000000e+04,3.268099855631589890e-03,1.360628171823918819e-03
2.000000000000000000e+03,3.000000000000000000e+04,6.551411934196949005e-03,7.162998430430889130e-03
2.000000000000000000e+03,3.400000000000000000e+04,1.655618101358413696e-02,6.912327837198972702e-03
2.000000000000000000e+03,3.800000000000000000e+04,2.241219626739621162e-03,-2.390699693933129311e-03
2.000000000000000000e+03,4.200000000000000000e+04,9.297977521782740951e-05,6.638944614678621292e-04
2.000000000000000000e+03,4.600000000000000000e+04,1.892142463475465775e-04,1.182184554636478424e-03
2.000000000000000000e+03,5.000000000000000000e+04,-2.519644040148705244e-04,3.749206429347395897e-03
2.000000000000000000e+03,5.400000000000000000e+04,-1.365439849905669689e-03,7.341479882597923279e-03
2.000000000000000000e+03,5.800000000000000000e+04,-8.794049499556422234e-04,8.593907579779624939e-03
2.000000000000000000e+03,6.200000000000000000e+04,-7.992499158717691898e-04,1.178630534559488297e-02
2.000000000000000000e+03,6.600000000000000000e+04,1.947186246979981661e-04,1.692866533994674683e-02
2.000000000000000000e+03,7.000000000000000000e+04,2.499652327969670296e-03,3.538006916642189026e-02
2.000000000000000000e+03,7.400000000000000000e+04,2.112680114805698395e-02,6.712856888771057129e-02
2.000000000000000000e+03,7.800000000000000000e+04,2.049190737307071686e-02,1.550998445600271225e-02
2.000000000000000000e+03,8.200000000000000000e+04,2.562496112659573555e-03,3.073215717449784279e-03
2.000000000000000000e+03,8.600000000000000000e+04,1.508093322627246380e-03,9.147181175649166107e-03
2.000000000000000000e+03,9.000000000000000000e+04,-4.888284020125865936e-03,3.419648855924606323e-02
2.000000000000000000e+03,9.400000000000000000e+04,-1.753608696162700653e-02,2.426508814096450806e-02
